time,north(meters),east(meters),down(meters),distance(meters),num_sats,flags,num_hypothesis
2015-07-30 17:42:38.399956,0.6230,-1.9310,0.6330,2.1255,10,0x00,1
2015-07-30 17:42:38.499956,0.6250,-1.9310,0.6290,2.1249,10,0x00,1
2015-07-30 17:42:38.599956,0.6160,-1.9270,0.6180,2.1154,10,0x00,1
2015-07-30 17:42:38.700047,0.6140,-1.9180,0.6380,2.1125,10,0x00,1
2015-07-30 17:42:38.800047,0.6060,-1.8710,0.6340,2.0664,10,0x00,1
2015-07-30 17:42:38.900047,0.6040,-1.8670,0.6310,2.0612,10,0x00,1
2015-07-30 17:42:39.000047,0.6070,-1.8730,0.6360,2.0691,10,0x00,1
2015-07-30 17:42:39.100047,0.6260,-1.8780,0.6570,2.0858,10,0x00,1
2015-07-30 17:42:39.200047,0.6240,-1.8750,0.6620,2.0840,10,0x00,1
2015-07-30 17:42:39.300047,0.6320,-1.8760,0.6740,2.0912,10,0x00,1
2015-07-30 17:42:39.400047,0.6280,-1.8750,0.6750,2.0894,10,0x00,1
2015-07-30 17:42:39.500047,0.6260,-1.8520,0.6620,2.0640,10,0x00,1
2015-07-30 17:42:39.600047,0.6430,-1.8640,0.6830,2.0867,10,0x00,1
2015-07-30 17:42:39.700047,0.6450,-1.8670,0.6890,2.0920,10,0x00,1
2015-07-30 17:42:39.800047,0.6390,-1.8530,0.6850,2.0763,10,0x00,1
2015-07-30 17:42:39.900047,0.6400,-1.8550,0.6840,2.0781,10,0x00,1
2015-07-30 17:42:40.000047,0.6370,-1.8350,0.6830,2.0590,10,0x00,1
2015-07-30 17:42:40.100047,0.6330,-1.8270,0.6690,2.0460,10,0x00,1
2015-07-30 17:42:40.200047,0.6270,-1.8340,0.6580,2.0469,10,0x00,1
2015-07-30 17:42:40.300047,0.6260,-1.8310,0.6550,2.0429,10,0x00,1
2015-07-30 17:42:40.400047,0.6190,-1.8340,0.6620,2.0457,10,0x00,1
2015-07-30 17:42:40.500047,0.6170,-1.8270,0.6490,2.0347,10,0x00,1
2015-07-30 17:42:40.800047,0.6220,-1.7810,0.6500,1.9953,10,0x00,1
2015-07-30 17:42:40.900047,0.6140,-1.7770,0.6350,1.9844,10,0x00,1
2015-07-30 17:42:41.000047,0.6210,-1.7810,0.6520,1.9957,10,0x00,1
2015-07-30 17:42:41.099956,0.6070,-1.7540,0.6460,1.9653,10,0x00,1
2015-07-30 17:42:41.199956,0.6110,-1.7540,0.6400,1.9645,10,0x00,1
2015-07-30 17:42:41.299956,0.5920,-1.7100,0.6380,1.9188,10,0x00,1
2015-07-30 17:42:41.399956,0.6080,-1.6910,0.6700,1.9178,10,0x00,1
2015-07-30 17:42:41.499956,0.6070,-1.6920,0.6600,1.9149,10,0x00,1
2015-07-30 17:42:41.599956,0.6190,-1.7010,0.6750,1.9319,10,0x00,1
2015-07-30 17:42:41.699956,0.6050,-1.6760,0.6640,1.9016,10,0x00,1
2015-07-30 17:42:41.799956,0.5940,-1.6470,0.6400,1.8641,10,0x00,1
2015-07-30 17:42:41.899956,0.5950,-1.6530,0.6320,1.8670,10,0x00,1
2015-07-30 17:42:41.999956,0.5960,-1.6390,0.6230,1.8519,10,0x00,1
2015-07-30 17:42:42.099956,0.5970,-1.6320,0.6390,1.8515,10,0x00,1
2015-07-30 17:42:42.199956,0.5920,-1.6180,0.6180,1.8304,10,0x00,1
2015-07-30 17:42:42.299956,0.5860,-1.6190,0.6030,1.8243,10,0x00,1
2015-07-30 17:42:42.399956,0.5840,-1.5670,0.6170,1.7825,10,0x00,1
2015-07-30 17:42:42.699956,0.5810,-1.5430,0.6040,1.7559,10,0x00,1
2015-07-30 17:42:42.799956,0.5790,-1.5400,0.6000,1.7512,10,0x00,1
2015-07-30 17:42:42.899956,0.5810,-1.5420,0.6000,1.7537,10,0x00,1
2015-07-30 17:42:42.999956,0.5810,-1.5420,0.5940,1.7516,10,0x00,1
2015-07-30 17:42:43.099956,0.5820,-1.5430,0.6080,1.7576,10,0x00,1
2015-07-30 17:42:43.199956,0.5740,-1.5390,0.6010,1.7491,10,0x00,1
2015-07-30 17:42:43.599984,0.5880,-1.5600,0.6030,1.7728,9,0x00,1
2015-07-30 17:42:43.699984,0.5910,-1.5620,0.6110,1.7783,9,0x00,1
2015-07-30 17:42:43.799984,0.5860,-1.5610,0.6160,1.7775,9,0x00,1
2015-07-30 17:42:43.899984,0.5940,-1.5720,0.6090,1.7874,9,0x00,1
2015-07-30 17:42:44.000104,0.5880,-1.5500,0.6040,1.7644,9,0x00,1
2015-07-30 17:42:44.099946,0.5890,-1.5490,0.6010,1.7628,9,0x00,1
2015-07-30 17:42:44.199956,0.5740,-1.5200,0.5920,1.7293,9,0x00,1
2015-07-30 17:42:44.300054,0.5830,-1.5240,0.5900,1.7351,9,0x00,1
2015-07-30 17:42:44.399955,0.5690,-1.5290,0.5670,1.7272,9,0x00,1
2015-07-30 17:42:44.499985,0.5680,-1.5280,0.5670,1.7259,9,0x00,1
2015-07-30 17:42:44.600102,0.5620,-1.5000,0.5660,1.6989,9,0x00,1
2015-07-30 17:42:44.699969,0.5600,-1.4970,0.5580,1.6929,9,0x00,1
2015-07-30 17:42:44.799953,0.5600,-1.4900,0.5660,1.6894,9,0x00,1
2015-07-30 17:42:44.899953,0.5450,-1.4680,0.5680,1.6657,9,0x00,1
2015-07-30 17:42:44.999953,0.5380,-1.4980,0.5330,1.6786,9,0x00,1
2015-07-30 17:42:45.100124,0.5370,-1.5000,0.5430,1.6832,9,0x00,1
2015-07-30 17:42:45.200124,0.5230,-1.4850,0.5320,1.6619,9,0x00,1
2015-07-30 17:42:45.299955,0.5250,-1.4830,0.5310,1.6604,9,0x00,1
2015-07-30 17:42:45.399955,0.5190,-1.4730,0.5270,1.6483,9,0x00,1
2015-07-30 17:42:45.499955,0.5230,-1.4770,0.5360,1.6560,9,0x00,1
2015-07-30 17:42:45.599925,0.5160,-1.4890,0.5160,1.6582,9,0x00,1
2015-07-30 17:42:45.699965,0.5160,-1.4960,0.5310,1.6692,9,0x00,1
2015-07-30 17:42:45.799965,0.5160,-1.4950,0.5290,1.6677,9,0x00,1
2015-07-30 17:42:45.899965,0.5030,-1.4990,0.5130,1.6623,10,0x00,1
2015-07-30 17:42:45.999965,0.5050,-1.5010,0.5090,1.6635,10,0x00,1
2015-07-30 17:42:46.099981,0.5010,-1.4940,0.4960,1.6520,10,0x00,1
2015-07-30 17:42:46.199981,0.4950,-1.4920,0.4970,1.6487,10,0x00,1
2015-07-30 17:42:46.300103,0.4980,-1.4960,0.5020,1.6547,10,0x00,1
2015-07-30 17:42:46.399974,0.5050,-1.4950,0.5200,1.6615,10,0x00,1
2015-07-30 17:42:46.499957,0.5000,-1.4940,0.5100,1.6559,10,0x00,1
2015-07-30 17:42:46.600045,0.4930,-1.4770,0.5070,1.6376,10,0x00,1
2015-07-30 17:42:46.699959,0.4920,-1.4820,0.5250,1.6474,10,0x00,1
2015-07-30 17:42:46.799966,0.4900,-1.4710,0.5270,1.6376,10,0x00,1
2015-07-30 17:42:46.900098,0.4870,-1.4710,0.5220,1.6351,10,0x00,1
2015-07-30 17:42:46.999952,0.4780,-1.4640,0.5070,1.6214,10,0x00,1
2015-07-30 17:42:47.099963,0.4740,-1.4690,0.5120,1.6263,10,0x00,1
2015-07-30 17:42:47.199980,0.4880,-1.4840,0.5260,1.6484,10,0x00,1
2015-07-30 17:42:47.300104,0.4850,-1.4830,0.5220,1.6453,10,0x00,1
2015-07-30 17:42:47.399967,0.4970,-1.4870,0.5310,1.6553,10,0x00,1
2015-07-30 17:42:47.499979,0.4940,-1.4880,0.5230,1.6528,10,0x00,1
2015-07-30 17:42:47.600104,0.4980,-1.5230,0.5220,1.6852,10,0x00,1
2015-07-30 17:42:47.699965,0.4890,-1.5200,0.5050,1.6747,10,0x00,1
2015-07-30 17:42:47.799965,0.4850,-1.5350,0.4920,1.6833,10,0x00,1
2015-07-30 17:42:47.899965,0.4820,-1.5330,0.4980,1.6824,10,0x00,1
2015-07-30 17:42:48.000050,0.4820,-1.5400,0.5140,1.6936,10,0x00,1
2015-07-30 17:42:48.099968,0.4820,-1.5360,0.4990,1.6854,10,0x00,1
2015-07-30 17:42:48.199968,0.4610,-1.5190,0.4910,1.6616,10,0x00,1
2015-07-30 17:42:48.299951,0.4650,-1.5230,0.5080,1.6715,10,0x00,1
2015-07-30 17:42:48.400045,0.4610,-1.5300,0.4970,1.6734,10,0x00,1
2015-07-30 17:42:48.499961,0.4660,-1.5310,0.5140,1.6809,10,0x00,1
2015-07-30 17:42:48.599961,0.4630,-1.5200,0.5140,1.6700,10,0x00,1
2015-07-30 17:42:48.699932,0.4630,-1.5180,0.5050,1.6654,10,0x00,1
2015-07-30 17:42:48.799961,0.4580,-1.5240,0.5160,1.6729,10,0x00,1
2015-07-30 17:42:48.899961,0.4550,-1.5220,0.4880,1.6618,10,0x00,1
2015-07-30 17:42:49.000046,0.4530,-1.5250,0.4860,1.6634,10,0x00,1
2015-07-30 17:42:49.100043,0.4520,-1.5270,0.4830,1.6641,10,0x00,1
2015-07-30 17:42:49.199949,0.4480,-1.5450,0.4820,1.6793,10,0x00,1
2015-07-30 17:42:49.299963,0.4480,-1.5380,0.4780,1.6717,10,0x00,1
2015-07-30 17:42:49.399958,0.4450,-1.5460,0.4650,1.6746,10,0x00,1
2015-07-30 17:42:49.500116,0.4370,-1.5440,0.4650,1.6707,10,0x00,1
2015-07-30 17:42:49.599939,0.4400,-1.5450,0.4620,1.6715,10,0x00,1
2015-07-30 17:42:49.699960,0.4390,-1.5460,0.4600,1.6717,10,0x00,1
2015-07-30 17:42:49.799960,0.4410,-1.5450,0.4570,1.6704,10,0x00,1
2015-07-30 17:42:49.899962,0.4380,-1.5430,0.4570,1.6678,10,0x00,1
2015-07-30 17:42:50.000041,0.4450,-1.5620,0.4760,1.6925,10,0x00,1
2015-07-30 17:42:50.099961,0.4390,-1.5540,0.4690,1.6815,10,0x00,1
2015-07-30 17:42:50.199961,0.4370,-1.5470,0.4700,1.6748,10,0x00,1
2015-07-30 17:42:50.299961,0.4390,-1.5480,0.4710,1.6766,10,0x00,1
2015-07-30 17:42:50.400040,0.4200,-1.5540,0.4680,1.6764,10,0x00,1
2015-07-30 17:42:50.500040,0.4220,-1.5550,0.4640,1.6767,10,0x00,1
2015-07-30 17:42:50.600042,0.4240,-1.5310,0.4640,1.6550,10,0x00,1
2015-07-30 17:42:50.699954,0.4130,-1.5280,0.4480,1.6450,10,0x00,1
2015-07-30 17:42:50.799959,0.4170,-1.5290,0.4520,1.6480,10,0x00,1
2015-07-30 17:42:50.900044,0.4200,-1.5290,0.4550,1.6496,10,0x00,1
2015-07-30 17:42:50.999961,0.4240,-1.5550,0.4570,1.6753,10,0x00,1
2015-07-30 17:42:51.099951,0.4260,-1.5550,0.4590,1.6764,10,0x00,1
2015-07-30 17:42:51.199962,0.4220,-1.5750,0.4460,1.6905,10,0x00,1
2015-07-30 17:42:51.299962,0.4190,-1.5730,0.4350,1.6850,10,0x00,1
2015-07-30 17:42:51.399962,0.4230,-1.5890,0.4480,1.7043,10,0x00,1
2015-07-30 17:42:51.500039,0.4190,-1.5820,0.4470,1.6965,10,0x00,1
2015-07-30 17:42:51.599960,0.4230,-1.5920,0.4540,1.7087,10,0x00,1
2015-07-30 17:42:51.700055,0.4210,-1.5910,0.4510,1.7064,10,0x00,1
2015-07-30 17:42:51.799961,0.4220,-1.5880,0.4580,1.7058,10,0x00,1
2015-07-30 17:42:51.899969,0.4130,-1.5830,0.4410,1.6944,10,0x00,1
2015-07-30 17:42:52.000116,0.4150,-1.6110,0.4240,1.7168,10,0x00,1
2015-07-30 17:42:52.099937,0.4240,-1.6200,0.4540,1.7350,10,0x00,1
2015-07-30 17:42:52.399974,0.4160,-1.6230,0.4540,1.7359,9,0x00,1
2015-07-30 17:42:52.499956,0.4160,-1.6220,0.4490,1.7336,9,0x00,1
2015-07-30 17:42:52.599968,0.4210,-1.6250,0.4600,1.7405,10,0x00,1
2015-07-30 17:42:52.700102,0.4210,-1.6260,0.4590,1.7412,10,0x00,1
2015-07-30 17:42:52.799949,0.4260,-1.6380,0.4540,1.7523,10,0x00,1
2015-07-30 17:42:52.899956,0.4250,-1.6370,0.4520,1.7506,10,0x00,1
2015-07-30 17:42:53.000108,0.4210,-1.6360,0.4480,1.7477,10,0x00,1
2015-07-30 17:42:53.099955,0.4210,-1.6340,0.4410,1.7440,10,0x00,1
2015-07-30 17:42:53.199955,0.4200,-1.6220,0.4510,1.7351,10,0x00,1
2015-07-30 17:42:53.499942,0.4210,-1.6240,0.4570,1.7388,10,0x00,1
2015-07-30 17:42:53.599958,0.4210,-1.6180,0.4610,1.7343,9,0x00,1
2015-07-30 17:42:53.699987,0.4250,-1.6200,0.4590,1.7366,9,0x00,1
2015-07-30 17:42:53.800090,0.4220,-1.6210,0.4640,1.7381,9,0x00,1
2015-07-30 17:42:53.899953,0.4200,-1.6390,0.4440,1.7492,10,0x00,1
2015-07-30 17:42:53.999958,0.4220,-1.6420,0.4490,1.7538,10,0x00,1
2015-07-30 17:42:54.099958,0.4180,-1.6380,0.4480,1.7488,10,0x00,1
2015-07-30 17:42:54.199958,0.4190,-1.6420,0.4450,1.7521,10,0x00,1
2015-07-30 17:42:54.300042,0.4230,-1.6380,0.4420,1.7485,10,0x00,1
2015-07-30 17:42:54.400091,0.4190,-1.6400,0.4450,1.7502,10,0x00,1
2015-07-30 17:42:54.499942,0.4280,-1.6480,0.4540,1.7622,10,0x00,1
2015-07-30 17:42:54.599972,0.4240,-1.6500,0.4560,1.7636,10,0x00,1
2015-07-30 17:42:54.699955,0.4210,-1.6510,0.4530,1.7630,10,0x00,1
2015-07-30 17:42:54.800129,0.4170,-1.6470,0.4450,1.7563,10,0x00,1
2015-07-30 17:42:54.899941,0.4200,-1.6450,0.4440,1.7549,10,0x00,1
2015-07-30 17:42:54.999951,0.4220,-1.6420,0.4330,1.7498,10,0x00,1
2015-07-30 17:42:55.099964,0.4190,-1.6430,0.4250,1.7480,10,0x00,1
2015-07-30 17:42:55.200144,0.4250,-1.6610,0.4230,1.7659,10,0x00,1
2015-07-30 17:42:55.299911,0.4250,-1.6640,0.4210,1.7683,10,0x00,1
2015-07-30 17:42:55.400090,0.4330,-1.6640,0.4380,1.7743,10,0x00,1
2015-07-30 17:42:55.499910,0.4280,-1.6550,0.4320,1.7632,10,0x00,1
2015-07-30 17:42:55.600090,0.4420,-1.6580,0.4410,1.7717,10,0x00,1
2015-07-30 17:42:55.699910,0.4410,-1.6650,0.4390,1.7775,10,0x00,1
2015-07-30 17:42:55.800036,0.4480,-1.6720,0.4400,1.7860,10,0x00,1
2015-07-30 17:42:55.899950,0.4490,-1.6680,0.4500,1.7850,10,0x00,1
2015-07-30 17:42:55.999961,0.4530,-1.6700,0.4420,1.7859,10,0x00,1
2015-07-30 17:42:56.100101,0.4500,-1.6710,0.4500,1.7881,10,0x00,1
2015-07-30 17:42:56.199972,0.4500,-1.6940,0.4390,1.8069,10,0x00,1
2015-07-30 17:42:56.300043,0.4500,-1.6910,0.4380,1.8038,10,0x00,1
2015-07-30 17:42:56.399937,0.4560,-1.6940,0.4400,1.8086,10,0x00,1
2015-07-30 17:42:56.500087,0.4580,-1.7130,0.4230,1.8229,10,0x00,1
2015-07-30 17:42:56.599914,0.4610,-1.7130,0.4270,1.8246,10,0x00,1
2015-07-30 17:42:56.699954,0.4600,-1.7130,0.4320,1.8255,10,0x00,1
2015-07-30 17:42:56.800094,0.4580,-1.7150,0.4200,1.8241,10,0x00,1
2015-07-30 17:42:56.899947,0.4570,-1.7120,0.4230,1.8217,10,0x00,1
2015-07-30 17:42:57.000088,0.4510,-1.7090,0.4320,1.8195,10,0x00,1
2015-07-30 17:42:57.099968,0.4470,-1.7240,0.4130,1.8283,10,0x00,1
2015-07-30 17:42:57.199968,0.4480,-1.7370,0.4110,1.8403,10,0x00,1
2015-07-30 17:42:57.299968,0.4480,-1.7350,0.4100,1.8382,10,0x00,1
2015-07-30 17:42:57.400116,0.4420,-1.7390,0.4080,1.8401,10,0x00,1
2015-07-30 17:42:57.599944,0.4540,-1.7360,0.4120,1.8411,9,0x00,1
2015-07-30 17:42:57.700126,0.4560,-1.7360,0.4070,1.8405,9,0x00,1
2015-07-30 17:42:57.799941,0.4500,-1.7390,0.4020,1.8407,9,0x00,1
2015-07-30 17:42:57.899952,0.4550,-1.7420,0.3920,1.8426,9,0x00,1
2015-07-30 17:42:58.000110,0.4500,-1.7500,0.3820,1.8469,10,0x00,1
2015-07-30 17:42:58.200091,0.4440,-1.7480,0.3850,1.8441,9,0x00,1
2015-07-30 17:42:58.399944,0.4500,-1.7450,0.3920,1.8442,8,0x00,1
2015-07-30 17:42:58.499959,0.4530,-1.7380,0.3910,1.8381,8,0x00,1
2015-07-30 17:42:58.600146,0.4530,-1.7350,0.3900,1.8351,8,0x00,1
2015-07-30 17:42:58.699909,0.4520,-1.7360,0.3860,1.8349,8,0x00,1
2015-07-30 17:42:58.800034,0.4550,-1.7370,0.3880,1.8370,8,0x00,1
2015-07-30 17:42:58.899945,0.4550,-1.7350,0.3900,1.8356,8,0x00,1
2015-07-30 17:42:58.999984,0.4410,-1.7330,0.3870,1.8296,9,0x00,1
2015-07-30 17:42:59.100039,0.4420,-1.7310,0.3860,1.8278,9,0x00,1
2015-07-30 17:42:59.199967,0.4440,-1.7410,0.3850,1.8375,9,0x00,1
2015-07-30 17:42:59.300120,0.4420,-1.7370,0.3830,1.8328,9,0x00,1
2015-07-30 17:42:59.399911,0.4410,-1.7270,0.3850,1.8235,9,0x00,1
2015-07-30 17:42:59.499950,0.4450,-1.7330,0.4020,1.8338,9,0x00,1
2015-07-30 17:42:59.600098,0.4440,-1.7400,0.3970,1.8391,9,0x00,1
2015-07-30 17:42:59.699943,0.4390,-1.7340,0.3830,1.8293,9,0x00,1
2015-07-30 17:42:59.799955,0.4440,-1.7260,0.3830,1.8229,9,0x00,1
2015-07-30 17:42:59.900112,0.4510,-1.7270,0.3910,1.8272,9,0x00,1
2015-07-30 17:42:59.999951,0.4500,-1.7260,0.3900,1.8258,9,0x00,1
2015-07-30 17:43:00.099951,0.4410,-1.7210,0.3830,1.8174,9,0x00,1
2015-07-30 17:43:00.199915,0.4390,-1.7240,0.3870,1.8206,9,0x00,1
2015-07-30 17:43:00.299915,0.4450,-1.7310,0.3950,1.8304,9,0x00,1
2015-07-30 17:43:00.399949,0.4480,-1.7170,0.4000,1.8190,9,0x00,1
2015-07-30 17:43:00.500108,0.4490,-1.7190,0.3840,1.8177,9,0x00,1
2015-07-30 17:43:00.599942,0.4500,-1.7040,0.3910,1.8053,9,0x00,1
2015-07-30 17:43:00.700030,0.4490,-1.7060,0.3790,1.8043,9,0x00,1
2015-07-30 17:43:00.799948,0.4540,-1.6880,0.4090,1.7952,9,0x00,1
2015-07-30 17:43:00.899956,0.4580,-1.6910,0.4220,1.8020,9,0x00,1
2015-07-30 17:43:01.000125,0.4510,-1.6850,0.4200,1.7942,9,0x00,1
2015-07-30 17:43:01.100032,0.4490,-1.6830,0.4180,1.7913,9,0x00,1
2015-07-30 17:43:01.199910,0.4460,-1.6690,0.3990,1.7730,9,0x00,1
2015-07-30 17:43:01.300033,0.4410,-1.6700,0.3960,1.7721,9,0x00,1
2015-07-30 17:43:01.400034,0.4430,-1.6710,0.4060,1.7758,9,0x00,1
2015-07-30 17:43:01.499955,0.4450,-1.6720,0.4130,1.7788,9,0x00,1
2015-07-30 17:43:01.599956,0.4460,-1.6720,0.4130,1.7791,9,0x00,1
2015-07-30 17:43:01.700111,0.4430,-1.6710,0.4080,1.7762,9,0x00,1
2015-07-30 17:43:01.799922,0.4440,-1.6610,0.4230,1.7706,9,0x00,1
2015-07-30 17:43:01.899949,0.4480,-1.6630,0.4270,1.7744,9,0x00,1
2015-07-30 17:43:02.000088,0.4500,-1.6630,0.4370,1.7774,9,0x00,1
2015-07-30 17:43:02.199948,0.4440,-1.6490,0.4250,1.7598,8,0x00,1
2015-07-30 17:43:02.300109,0.4470,-1.6510,0.4220,1.7617,8,0x00,1
2015-07-30 17:43:02.399961,0.4550,-1.6350,0.4170,1.7476,8,0x00,1
2015-07-30 17:43:02.499980,0.4490,-1.6300,0.4090,1.7395,8,0x00,1
2015-07-30 17:43:02.599949,0.4540,-1.6310,0.4280,1.7463,8,0x00,1
2015-07-30 17:43:02.700110,0.4460,-1.6450,0.4090,1.7528,9,0x00,1
2015-07-30 17:43:02.799938,0.4380,-1.6450,0.3970,1.7480,10,0x00,1
2015-07-30 17:43:02.899952,0.4410,-1.6480,0.3880,1.7496,10,0x00,1
2015-07-30 17:43:03.000138,0.4350,-1.6410,0.3910,1.7421,10,0x00,1
2015-07-30 17:43:03.099928,0.4340,-1.6440,0.3900,1.7445,10,0x00,1
2015-07-30 17:43:03.199925,0.4370,-1.6420,0.3990,1.7454,10,0x00,1
2015-07-30 17:43:03.300085,0.4350,-1.6440,0.3910,1.7449,10,0x00,1
2015-07-30 17:43:03.400085,0.4420,-1.6480,0.4110,1.7550,10,0x00,1
2015-07-30 17:43:03.499962,0.4320,-1.6460,0.3960,1.7472,10,0x00,1
2015-07-30 17:43:03.599962,0.4330,-1.6480,0.3960,1.7493,10,0x00,1
2015-07-30 17:43:03.700091,0.4360,-1.6480,0.3980,1.7505,10,0x00,1
2015-07-30 17:43:04.000091,0.4350,-1.6470,0.3910,1.7478,9,0x00,1
2015-07-30 17:43:04.100091,0.4390,-1.6500,0.3970,1.7529,9,0x00,1
2015-07-30 17:43:04.200091,0.4380,-1.6530,0.4070,1.7578,9,0x00,1
2015-07-30 17:43:04.300091,0.4440,-1.6330,0.4070,1.7405,10,0x00,1
2015-07-30 17:43:04.400091,0.4420,-1.6350,0.4010,1.7405,10,0x00,1
2015-07-30 17:43:04.500091,0.4440,-1.6370,0.4010,1.7429,10,0x00,1
2015-07-30 17:43:04.600030,0.4440,-1.6420,0.4230,1.7528,10,0x00,1
2015-07-30 17:43:04.699944,0.4480,-1.6460,0.4320,1.7597,10,0x00,1
2015-07-30 17:43:04.799944,0.4480,-1.6420,0.4280,1.7550,10,0x00,1
2015-07-30 17:43:04.899944,0.4440,-1.6360,0.4220,1.7469,10,0x00,1
2015-07-30 17:43:05.000135,0.4550,-1.6360,0.4280,1.7512,10,0x00,1
2015-07-30 17:43:05.100114,0.4530,-1.6370,0.4300,1.7521,10,0x00,1
2015-07-30 17:43:05.200114,0.4530,-1.6290,0.4280,1.7441,10,0x00,1
2015-07-30 17:43:05.299935,0.4510,-1.6300,0.4220,1.7431,10,0x00,1
2015-07-30 17:43:05.399935,0.4490,-1.6110,0.4110,1.7222,10,0x00,1
2015-07-30 17:43:07.199945,0.4570,-1.5460,0.4360,1.6700,10,0x00,1
2015-07-30 17:43:07.300135,0.4560,-1.5430,0.4320,1.6660,10,0x00,1
2015-07-30 17:43:07.400135,0.4550,-1.5290,0.4580,1.6597,10,0x00,1
2015-07-30 17:43:07.499939,0.4520,-1.5260,0.4530,1.6547,10,0x00,1
2015-07-30 17:43:07.599939,0.4560,-1.4960,0.4510,1.6277,10,0x00,1
2015-07-30 17:43:07.700082,0.4510,-1.4990,0.4490,1.6285,10,0x00,1
2015-07-30 17:43:07.800082,0.4520,-1.4860,0.4400,1.6143,10,0x00,1
2015-07-30 17:43:07.999935,0.4640,-1.4470,0.4640,1.5888,9,0x00,1
2015-07-30 17:43:08.099956,0.4600,-1.4430,0.4640,1.5840,9,0x00,1
2015-07-30 17:43:08.199956,0.4680,-1.4010,0.4870,1.5553,9,0x00,1
2015-07-30 17:43:08.299955,0.4680,-1.4010,0.4800,1.5531,9,0x00,1
2015-07-30 17:43:08.400125,0.4760,-1.3750,0.4970,1.5376,10,0x00,1
2015-07-30 17:43:08.500078,0.4750,-1.3740,0.5000,1.5374,10,0x00,1
2015-07-30 17:43:08.600078,0.4760,-1.3490,0.5030,1.5164,10,0x00,1
2015-07-30 17:43:08.699928,0.4750,-1.3470,0.5100,1.5166,10,0x00,1
2015-07-30 17:43:08.799948,0.4880,-1.3130,0.5320,1.4984,10,0x00,1
2015-07-30 17:43:08.999946,0.4970,-1.2540,0.5460,1.4552,9,0x00,1
2015-07-30 17:43:09.100112,0.4970,-1.2540,0.5410,1.4533,9,0x00,1
2015-07-30 17:43:09.200112,0.5070,-1.2210,0.5600,1.4358,9,0x00,1
2015-07-30 17:43:09.300112,0.4940,-1.2190,0.5470,1.4245,9,0x00,1
2015-07-30 17:43:09.400112,0.5050,-1.1990,0.5710,1.4208,10,0x00,1
2015-07-30 17:43:09.499931,0.5050,-1.2000,0.5660,1.4196,10,0x00,1
2015-07-30 17:43:09.599957,0.5160,-1.1970,0.5860,1.4291,10,0x00,1
2015-07-30 17:43:09.699957,0.5060,-1.1860,0.5610,1.4062,10,0x00,1
2015-07-30 17:43:09.799957,0.5140,-1.1560,0.5800,1.3917,10,0x00,1
2015-07-30 17:43:09.900114,0.5160,-1.1560,0.5780,1.3916,10,0x00,1
2015-07-30 17:43:10.000114,0.5140,-1.1360,0.5720,1.3718,9,0x00,1
2015-07-30 17:43:10.099933,0.5110,-1.1330,0.5720,1.3682,9,0x00,1
2015-07-30 17:43:10.199933,0.5080,-1.1060,0.5830,1.3495,9,0x00,1
2015-07-30 17:43:10.299933,0.5090,-1.1120,0.5830,1.3548,9,0x00,1
2015-07-30 17:43:10.399933,0.5120,-1.1100,0.5960,1.3599,10,0x00,1
2015-07-30 17:43:10.500021,0.5090,-1.1050,0.5860,1.3504,10,0x00,1
2015-07-30 17:43:10.600021,0.5020,-1.0960,0.5750,1.3356,10,0x00,1
2015-07-30 17:43:10.700021,0.5070,-1.0990,0.5820,1.3430,10,0x00,1
2015-07-30 17:43:10.799938,0.5090,-1.1020,0.5820,1.3462,10,0x00,1
2015-07-30 17:43:10.900107,0.5050,-1.1020,0.5770,1.3425,10,0x00,1
2015-07-30 17:43:10.999931,0.5120,-1.1040,0.5870,1.3511,10,0x00,1
2015-07-30 17:43:11.099958,0.5130,-1.0950,0.5860,1.3437,10,0x00,1
2015-07-30 17:43:11.200112,0.5060,-1.0870,0.5800,1.3319,10,0x00,1
2015-07-30 17:43:11.299935,0.5070,-1.0880,0.5720,1.3297,10,0x00,1
2015-07-30 17:43:11.399955,0.5040,-1.0900,0.5810,1.3340,10,0x00,1
2015-07-30 17:43:11.500112,0.5050,-1.0900,0.5720,1.3305,10,0x00,1
2015-07-30 17:43:11.599931,0.5060,-1.0860,0.5780,1.3302,10,0x00,1
2015-07-30 17:43:11.699957,0.5050,-1.0870,0.5700,1.3272,10,0x00,1
2015-07-30 17:43:11.800133,0.5200,-1.0510,0.5900,1.3127,9,0x00,1
2015-07-30 17:43:11.899920,0.5120,-1.0440,0.6010,1.3089,9,0x00,1
2015-07-30 17:43:11.999946,0.5040,-1.0230,0.5960,1.2868,9,0x00,1
2015-07-30 17:43:12.100112,0.5070,-1.0240,0.5850,1.2837,9,0x00,1
2015-07-30 17:43:12.199929,0.5090,-0.9920,0.5970,1.2647,9,0x00,1
2015-07-30 17:43:12.300103,0.5210,-1.0020,0.6090,1.2831,9,0x00,1
2015-07-30 17:43:12.399910,0.5210,-0.9970,0.6130,1.2811,10,0x00,1
2015-07-30 17:43:12.599919,0.5120,-0.9890,0.5810,1.2561,9,0x00,1
2015-07-30 17:43:12.699946,0.5090,-0.9870,0.5810,1.2533,9,0x00,1
2015-07-30 17:43:12.800112,0.5020,-0.9820,0.5760,1.2442,9,0x00,1
2015-07-30 17:43:12.899929,0.5080,-0.9890,0.5880,1.2577,9,0x00,1
2015-07-30 17:43:13.000020,0.5080,-0.9700,0.5960,1.2467,9,0x00,1
